date,open,high,low,close,volume
2025-08-05 01:00:00,99006.4961,99521.1255,98329.2433,99287.1075,1.0
2025-08-05 02:00:00,99294.6708,99403.1034,97813.321,97846.9884,1.0
2025-08-05 03:00:00,97850.6964,98116.7739,96800.4904,97054.064,1.0
2025-08-05 04:00:00,97050.4285,97372.4662,96654.9679,97279.7146,1.0
2025-08-05 05:00:00,97255.915,97386.7417,95392.6644,95528.0018,1.0
2025-08-05 06:00:00,95530.3469,96714.351,95429.952,95624.6387,1.0
2025-08-05 07:00:00,95651.7553,95991.6757,94924.0188,95162.5404,1.0
2025-08-05 08:00:00,95150.8009,96869.8876,95054.9376,96516.109,1.0
2025-08-05 09:00:00,96545.5997,96848.9657,95584.489,95823.8936,1.0
2025-08-05 10:00:00,95831.5071,96156.7362,95295.4722,95595.1697,1.0
2025-08-05 11:00:00,95592.7745,95937.5086,94957.0955,95580.2872,1.0
2025-08-05 12:00:00,95580.6446,96096.0178,95328.11,95572.0972,1.0
2025-08-05 13:00:00,95577.6913,96843.937,95474.2214,95717.6821,1.0
2025-08-05 14:00:00,95742.5799,95871.6478,95128.6602,95265.517,1.0
2025-08-05 15:00:00,95253.6748,95996.904,94025.0935,94077.2551,1.0
2025-08-05 16:00:00,94067.4335,94542.0817,93789.7453,94341.7308,1.0
2025-08-05 17:00:00,94318.7988,95109.331,94043.6524,94320.9219,1.0
2025-08-05 18:00:00,94314.1144,94589.5776,93542.5414,93580.153,1.0
2025-08-05 19:00:00,93589.3225,94435.2745,93547.9324,93988.108,1.0
2025-08-05 20:00:00,93993.1124,94821.6535,93922.1933,94576.0045,1.0
2025-08-05 21:00:00,94592.736,94631.2465,93435.2081,93880.2946,1.0
2025-08-05 22:00:00,93852.4628,94656.2854,93569.4387,94656.2854,1.0
2025-08-05 23:00:00,94645.0992,94726.7591,92732.6992,92781.262,1.0
2025-08-06 00:00:00,92779.1275,94206.9733,92717.1233,93665.7098,1.0
2025-08-06 01:00:00,93652.246,93652.246,92329.5536,92525.245,1.0
2025-08-06 02:00:00,92526.2838,93736.3874,92230.6017,93712.9391,1.0
2025-08-06 03:00:00,93729.1027,94476.2517,93212.9747,94382.1412,1.0
2025-08-06 04:00:00,94369.8022,94955.1748,93929.8681,94568.7003,1.0
2025-08-06 05:00:00,94584.615,94669.9195,93523.7661,94573.479,1.0
2025-08-06 06:00:00,94522.3234,94979.001,93989.1729,94776.3296,1.0
2025-08-06 07:00:00,94778.2855,96627.9992,94683.6223,96564.134,1.0
2025-08-06 08:00:00,96544.7911,97162.9537,96337.9806,96799.9183,1.0
2025-08-06 09:00:00,96812.2475,97238.2829,96440.2208,96720.8912,1.0
2025-08-06 10:00:00,96715.4926,96871.0381,94806.1783,94806.1783,1.0
2025-08-06 11:00:00,94808.3271,95986.5592,94675.4314,95383.1119,1.0
2025-08-06 12:00:00,95377.9505,96195.0554,95094.7105,96004.4073,1.0
2025-08-06 13:00:00,95996.3515,96069.4525,95012.3371,95665.6792,1.0
2025-08-06 14:00:00,95687.2385,96492.9494,95667.1814,96215.919,1.0
2025-08-06 15:00:00,96160.4688,96427.1074,95162.9014,95393.9577,1.0
2025-08-06 16:00:00,95374.1762,95691.8857,94904.3896,95133.905,1.0
2025-08-06 17:00:00,95128.3612,95598.8475,94687.7934,94730.2235,1.0
2025-08-06 18:00:00,94741.5199,94781.425,93820.2059,94709.9444,1.0
2025-08-06 19:00:00,94706.8042,94895.8305,93954.7454,94480.5797,1.0
2025-08-06 20:00:00,94465.8422,94850.4924,93818.947,94806.1898,1.0
2025-08-06 21:00:00,94841.3163,95621.1968,94749.0225,95205.8852,1.0
2025-08-06 22:00:00,95183.4056,95708.7691,94641.8206,94818.2643,1.0
2025-08-06 23:00:00,94848.0843,95024.039,94148.6616,94405.2979,1.0
2025-08-07 00:00:00,94425.6623,95316.604,94320.5534,94487.9255,1.0
2025-08-07 01:00:00,94487.5279,94984.0719,93994.0384,94832.0606,1.0
2025-08-07 02:00:00,94839.6124,95891.8868,94647.9068,95731.6268,1.0
2025-08-07 03:00:00,95748.4247,96222.4499,95030.8731,96149.053,1.0
2025-08-07 04:00:00,96145.7251,96344.1226,95134.6371,95378.502,1.0
2025-08-07 05:00:00,95365.709,95732.7936,94031.9715,94261.459,1.0
2025-08-07 06:00:00,94259.6368,95238.8283,94158.8799,94597.5046,1.0
2025-08-07 07:00:00,94587.1754,94711.4302,93676.0951,93676.0951,1.0
2025-08-07 08:00:00,93679.9044,94090.5047,92767.3062,92898.647,1.0
2025-08-07 09:00:00,92882.0202,94201.5811,92640.7007,93393.34,1.0
2025-08-07 10:00:00,93362.6586,93668.5525,92825.6911,93088.2445,1.0
2025-08-07 11:00:00,93093.0469,93199.7285,92028.0826,92608.5165,1.0
2025-08-07 12:00:00,92596.021,92772.0687,91793.494,92379.2807,1.0
2025-08-07 13:00:00,92390.9756,93028.0243,92023.9691,92837.0473,1.0
2025-08-07 14:00:00,92855.4072,92887.5164,91675.6446,91857.4502,1.0
2025-08-07 15:00:00,91852.6854,92921.5319,91671.7894,92586.1013,1.0
2025-08-07 16:00:00,92584.596,93944.6052,92373.8372,93899.7103,1.0
2025-08-07 17:00:00,93880.533,94260.6119,93241.0776,93683.331,1.0
2025-08-07 18:00:00,93708.1114,94580.1902,93323.4185,94436.2437,1.0
2025-08-07 19:00:00,94431.1937,94639.8985,93854.3919,94174.8789,1.0
2025-08-07 20:00:00,94165.3245,94875.1001,93834.0208,94054.8689,1.0
2025-08-07 21:00:00,94067.8976,94581.7836,93440.7793,93750.6982,1.0
2025-08-07 22:00:00,93762.2128,94676.6005,93605.0226,94330.0031,1.0
2025-08-07 23:00:00,94314.6076,94806.2331,93793.6831,94241.1722,1.0
2025-08-08 00:00:00,94219.6453,94261.2985,92853.2497,93255.4596,1.0
2025-08-08 01:00:00,93239.7678,93878.0361,93126.1663,93811.503,1.0
2025-08-08 02:00:00,93807.1361,94532.7081,93528.609,94112.7744,1.0
2025-08-08 03:00:00,94094.2166,95678.6445,94041.1615,95442.6431,1.0
2025-08-08 04:00:00,95422.9954,96340.355,95342.7981,96315.1284,1.0
2025-08-08 05:00:00,96337.7027,96409.2741,95273.0165,95666.7005,1.0
2025-08-08 06:00:00,95690.8267,95882.7331,93949.1173,93994.4384,1.0
2025-08-08 07:00:00,94000.6358,94540.0277,93750.938,94340.5046,1.0
2025-08-08 08:00:00,94357.8693,94769.1563,93870.5039,93878.7662,1.0
2025-08-08 09:00:00,93899.5583,94902.9248,93544.0822,94405.0702,1.0
2025-08-08 10:00:00,94418.3934,94917.0236,93985.194,94725.5352,1.0
2025-08-08 11:00:00,94731.7886,95372.2625,94276.0087,95220.3082,1.0
2025-08-08 12:00:00,95270.2899,96194.135,95129.7918,95902.2244,1.0
2025-08-08 13:00:00,95877.3859,96823.6375,95368.9828,96382.2747,1.0
2025-08-08 14:00:00,96401.8931,96849.3213,96061.1384,96125.9833,1.0
2025-08-08 15:00:00,96140.0502,97530.5718,96135.1934,97238.777,1.0
2025-08-08 16:00:00,97239.1333,98455.5549,96927.3164,98292.1308,1.0
2025-08-08 17:00:00,98288.2754,98634.6984,97417.765,98157.8732,1.0
2025-08-08 18:00:00,98150.6854,98953.4656,97626.5771,98928.2357,1.0
2025-08-08 19:00:00,98949.4502,99163.9155,97672.466,98267.2131,1.0
2025-08-08 20:00:00,98255.9649,98845.0764,96897.0301,97024.2033,1.0
2025-08-08 21:00:00,97030.3999,97513.7625,96498.0741,96597.1966,1.0
2025-08-08 22:00:00,96594.1517,98043.5688,96519.6422,96905.4342,1.0
2025-08-08 23:00:00,96898.7583,97911.618,96827.654,97415.8317,1.0
2025-08-09 00:00:00,97417.2804,98333.0368,97068.2032,98297.5703,1.0
2025-08-09 01:00:00,98306.9122,99474.5486,97662.1538,99369.5858,1.0
2025-08-09 02:00:00,99373.2156,99814.1583,98252.1717,98430.8247,1.0
2025-08-09 03:00:00,98419.5276,98576.4956,97330.9409,97339.8979,1.0
2025-08-09 04:00:00,97318.5674,97854.5945,97082.3167,97792.9566,1.0
2025-08-09 05:00:00,97807.3856,98041.6313,97099.2988,98030.8068,1.0
2025-08-09 06:00:00,98036.9781,98228.9978,96870.149,97304.429,1.0
2025-08-09 07:00:00,97330.7105,97344.5133,96006.3188,96006.3188,1.0
2025-08-09 08:00:00,96036.1941,96442.5758,95270.4679,95389.1473,1.0
2025-08-09 09:00:00,95364.4053,95414.3366,93059.741,93077.6108,1.0
2025-08-09 10:00:00,93077.8586,93254.6731,91641.4057,91699.6382,1.0
2025-08-09 11:00:00,91704.0409,91759.0886,90388.9034,91155.1421,1.0
2025-08-09 12:00:00,91140.0161,91954.9035,90490.4987,90642.6219,1.0
2025-08-09 13:00:00,90611.9397,90838.5637,90011.5275,90464.5523,1.0
2025-08-09 14:00:00,90455.267,91572.9479,90379.0127,91456.9911,1.0
2025-08-09 15:00:00,91451.9823,91740.3583,89985.1628,90355.6833,1.0
2025-08-09 16:00:00,90385.255,91222.4607,90212.1255,90383.4284,1.0
2025-08-09 17:00:00,90408.3697,91499.6602,90298.2953,91244.7982,1.0
2025-08-09 18:00:00,91254.1346,92288.9903,91099.3855,91673.7687,1.0
2025-08-09 19:00:00,91680.4407,91991.8637,91141.533,91738.7711,1.0
2025-08-09 20:00:00,91752.0719,91769.5309,90556.6415,91478.9606,1.0
2025-08-09 21:00:00,91475.318,92113.2072,91271.4267,91602.5252,1.0
2025-08-09 22:00:00,91616.7875,91770.8952,90878.5553,91478.6395,1.0
2025-08-09 23:00:00,91492.753,91497.3627,90452.9801,90714.1715,1.0
2025-08-10 00:00:00,90704.7061,92990.6576,90661.0277,92973.4853,1.0
2025-08-10 01:00:00,92989.141,93245.0592,91854.592,91978.8409,1.0
2025-08-10 02:00:00,91949.5223,92057.784,90717.7256,91049.5748,1.0
2025-08-10 03:00:00,91055.9676,92088.0292,90875.1638,91894.1971,1.0
2025-08-10 04:00:00,91889.5359,92120.3602,90093.6246,90181.3087,1.0
2025-08-10 05:00:00,90182.0209,90224.7755,89074.9846,89331.9562,1.0
2025-08-10 06:00:00,89298.9391,89298.9391,87921.2377,88150.3823,1.0
2025-08-10 07:00:00,88131.3859,88347.6348,87743.8593,88126.2634,1.0
2025-08-10 08:00:00,88145.8335,88252.417,86098.0599,86202.9297,1.0
2025-08-10 09:00:00,86200.3533,86414.4927,85896.6155,86314.7535,1.0
2025-08-10 10:00:00,86336.3393,87595.2834,86060.4973,86255.2268,1.0
2025-08-10 11:00:00,86238.0455,87053.6856,86113.9467,86358.2263,1.0
2025-08-10 12:00:00,86353.6697,86500.505,85075.2846,85075.2846,1.0
2025-08-10 13:00:00,85088.4848,85809.9292,84967.7191,85423.9844,1.0
2025-08-10 14:00:00,85428.187,85842.4745,84374.7985,85737.8829,1.0
2025-08-10 15:00:00,85734.6544,86512.6324,85011.249,85181.1971,1.0
2025-08-10 16:00:00,85168.3838,86078.9349,85048.8234,85767.6076,1.0
2025-08-10 17:00:00,85749.3294,86104.258,85335.307,86032.1047,1.0
2025-08-10 18:00:00,86048.9198,87261.041,85849.6925,87155.6779,1.0
2025-08-10 19:00:00,87129.2045,87221.2197,86400.9128,86423.4672,1.0
2025-08-10 20:00:00,86401.0967,86705.2831,85893.9345,86441.1076,1.0
2025-08-10 21:00:00,86458.8684,86493.9207,85498.7786,86361.0074,1.0
2025-08-10 22:00:00,86352.9863,86695.9148,86033.5625,86167.1217,1.0
2025-08-10 23:00:00,86170.2695,86773.6457,85187.4223,85268.0281,1.0
2025-08-11 00:00:00,85264.5146,85875.926,84959.3297,85172.3801,1.0
2025-08-11 01:00:00,85186.9874,85530.559,84528.7294,85309.613,1.0
2025-08-11 02:00:00,85334.75,85542.9062,84504.5681,84623.9842,1.0
2025-08-11 03:00:00,84603.0387,85065.3969,83770.4491,84273.2548,1.0
2025-08-11 04:00:00,84248.0333,84473.5778,83571.3018,84323.8195,1.0
2025-08-11 05:00:00,84325.7785,84710.5175,83553.9215,83563.9406,1.0
2025-08-11 06:00:00,83564.885,83726.7671,83131.1213,83285.0896,1.0
2025-08-11 07:00:00,83278.7014,83779.4411,83158.8834,83240.7,1.0
2025-08-11 08:00:00,83252.4069,84303.6034,82913.7918,84285.2917,1.0
2025-08-11 09:00:00,84281.7381,85034.3186,84189.7049,84523.1196,1.0
2025-08-11 10:00:00,84511.2838,84960.4578,84217.4841,84769.5104,1.0
2025-08-11 11:00:00,84794.0498,85241.0685,84449.5007,84586.9291,1.0
2025-08-11 12:00:00,84579.3106,85117.947,84183.2009,84815.212,1.0
2025-08-11 13:00:00,84813.5243,85991.6316,84604.9448,85705.6209,1.0
2025-08-11 14:00:00,85724.8596,86888.1557,85607.3604,86742.9778,1.0
2025-08-11 15:00:00,86758.912,87046.6752,86257.3978,86617.2597,1.0
2025-08-11 16:00:00,86614.0469,87165.6836,86214.395,86847.2546,1.0
2025-08-11 17:00:00,86855.963,87680.625,86774.4931,87354.6796,1.0
2025-08-11 18:00:00,87357.5951,88139.2928,87356.8452,87840.6522,1.0
2025-08-11 19:00:00,87869.5809,88676.0471,87736.2911,88130.747,1.0
2025-08-11 20:00:00,88140.4896,89143.2108,88007.2463,88830.6893,1.0
2025-08-11 21:00:00,88864.744,90157.9268,88851.9728,89972.6872,1.0
2025-08-11 22:00:00,89948.03,91015.3269,89795.6624,90674.4324,1.0
2025-08-11 23:00:00,90664.459,91357.1398,89754.3879,90844.7222,1.0
2025-08-12 00:00:00,90864.3655,91910.7464,90749.1948,91444.9296,1.0
2025-08-12 01:00:00,91468.8905,92767.6018,91235.1192,92371.2706,1.0
2025-08-12 02:00:00,92386.2661,93446.7469,92288.2449,93158.7244,1.0
2025-08-12 03:00:00,93167.7412,93853.8696,93045.8986,93695.0364,1.0
2025-08-12 04:00:00,93668.4733,94000.7066,93371.1169,93537.1797,1.0
2025-08-12 05:00:00,93548.2874,93915.039,92920.8875,93144.2875,1.0
2025-08-12 06:00:00,93137.6586,93328.0817,92583.493,92680.2571,1.0
2025-08-12 07:00:00,92686.8116,92800.3618,91545.8062,91609.7509,1.0
2025-08-12 08:00:00,91623.3258,91951.0426,90087.7293,90101.5596,1.0
2025-08-12 09:00:00,90121.7191,90525.4787,89761.5399,90145.8373,1.0
2025-08-12 10:00:00,90138.9041,90561.5882,89001.6386,89055.5303,1.0
2025-08-12 11:00:00,89044.8151,89304.2522,88488.2822,88508.1259,1.0
2025-08-12 12:00:00,88516.5312,88919.757,88014.4416,88273.6148,1.0
2025-08-12 13:00:00,88274.2505,89705.9826,88164.8135,89417.3095,1.0
2025-08-12 14:00:00,89424.8177,90382.3903,89067.1435,90205.6121,1.0
2025-08-12 15:00:00,90179.0363,90683.4576,89525.4946,89938.6512,1.0
2025-08-12 16:00:00,89937.5468,90093.1331,89178.9588,89939.0377,1.0
2025-08-12 17:00:00,89953.8227,90092.4592,89516.8578,89749.3341,1.0
2025-08-12 18:00:00,89742.1915,89772.5959,88630.3401,89095.5156,1.0
2025-08-12 19:00:00,89095.5264,90266.3896,88548.9605,90228.5548,1.0
2025-08-12 20:00:00,90278.4909,90465.9446,89732.8528,90076.1879,1.0
2025-08-12 21:00:00,90110.848,90816.4867,89728.4671,90074.259,1.0
2025-08-12 22:00:00,90070.3289,90314.9499,89544.9751,90195.2473,1.0
2025-08-12 23:00:00,90178.5558,90229.514,88638.0675,88845.3533,1.0
2025-08-13 00:00:00,88854.9884,88951.9184,88043.5244,88085.5418,1.0
2025-08-13 01:00:00,88091.6647,88761.9091,88042.4529,88620.6081,1.0
2025-08-13 02:00:00,88611.4771,90259.2588,88582.1228,89960.0593,1.0
2025-08-13 03:00:00,89959.7525,90321.31,88998.785,89091.6755,1.0
2025-08-13 04:00:00,89089.1543,89590.0754,88881.1108,88901.3792,1.0
2025-08-13 05:00:00,88866.944,89462.506,88556.3102,88767.396,1.0
2025-08-13 06:00:00,88753.8972,89219.9846,88509.2042,88558.9914,1.0
2025-08-13 07:00:00,88566.2645,89811.4474,88461.9078,89670.6347,1.0
2025-08-13 08:00:00,89688.2933,89832.2495,88773.5111,89044.1383,1.0
2025-08-13 09:00:00,89042.2686,89998.3181,88479.7135,88543.375,1.0
2025-08-13 10:00:00,88537.3856,88730.0692,87189.3832,87349.39,1.0
2025-08-13 11:00:00,87336.0234,88594.7128,87149.6493,88086.601,1.0
2025-08-13 12:00:00,88069.1142,88602.0908,87550.5694,88527.9906,1.0
2025-08-13 13:00:00,88512.6307,88700.6194,87712.6396,87906.7849,1.0
2025-08-13 14:00:00,87882.5114,88249.3313,87110.5596,87293.49,1.0
2025-08-13 15:00:00,87275.0673,87609.8355,86751.9,87159.1539,1.0
2025-08-13 16:00:00,87169.7795,87172.4742,86017.7332,86354.788,1.0
2025-08-13 17:00:00,86337.704,87242.6949,86099.4199,87069.256,1.0
2025-08-13 18:00:00,87064.4381,87769.4094,86784.8678,87088.0883,1.0
2025-08-13 19:00:00,87079.4967,87194.7751,85499.3703,85661.2037,1.0
2025-08-13 20:00:00,85661.5147,86188.4072,85235.8101,85979.1346,1.0
2025-08-13 21:00:00,85986.0128,86803.8369,85859.6641,86572.3514,1.0
2025-08-13 22:00:00,86573.0629,86581.8835,85855.3978,86478.8103,1.0
2025-08-13 23:00:00,86487.6023,87560.3989,86455.7864,87002.8649,1.0
2025-08-14 00:00:00,87016.0062,87350.6292,86365.1247,86704.2127,1.0
2025-08-14 01:00:00,86683.6312,87648.2314,86683.6312,87607.0623,1.0
2025-08-14 02:00:00,87588.8443,88464.0772,87462.7244,88440.7545,1.0
2025-08-14 03:00:00,88433.1256,89202.0334,87671.6848,89137.5146,1.0
2025-08-14 04:00:00,89144.5619,89436.2541,88388.8013,88598.3953,1.0
2025-08-14 05:00:00,88600.4019,88630.2237,87574.9949,87956.208,1.0
2025-08-14 06:00:00,87961.9847,88124.4371,86447.7456,86489.08,1.0
2025-08-14 07:00:00,86484.3022,86744.6305,85661.5056,85784.4768,1.0
2025-08-14 08:00:00,85757.5174,86357.4356,85554.02,85878.4223,1.0
2025-08-14 09:00:00,85847.5,87051.4271,85783.6387,86497.3373,1.0
2025-08-14 10:00:00,86488.6246,87511.8697,86311.518,87247.2978,1.0
2025-08-14 11:00:00,87240.1407,87748.0081,86424.4243,86896.273,1.0
2025-08-14 12:00:00,86886.5004,87174.3527,86315.194,87125.2097,1.0
2025-08-14 13:00:00,87119.2253,88813.8355,87016.0795,88710.0172,1.0
2025-08-14 14:00:00,88703.0902,89550.2446,88511.4363,89404.719,1.0
2025-08-14 15:00:00,89384.3107,90059.7211,89202.3248,89797.1991,1.0
2025-08-14 16:00:00,89794.9416,89979.5536,89119.0602,89801.9491,1.0
2025-08-14 17:00:00,89814.6016,90548.2993,89565.3823,90212.4824,1.0
2025-08-14 18:00:00,90228.505,90611.7878,89566.179,89901.0534,1.0
2025-08-14 19:00:00,89923.2455,90236.4714,89210.4282,89604.0216,1.0
2025-08-14 20:00:00,89584.3904,90159.5427,89107.6893,89109.5843,1.0
2025-08-14 21:00:00,89109.0166,89428.5909,88624.3977,88662.011,1.0
2025-08-14 22:00:00,88663.1355,88718.2731,87648.4581,87843.9952,1.0
2025-08-14 23:00:00,87830.3154,88992.9069,87641.5863,88943.1532,1.0
2025-08-15 00:00:00,88918.7587,88936.105,87538.4853,87716.0141,1.0
2025-08-15 01:00:00,87708.4748,88702.6902,87552.1892,88137.2239,1.0
2025-08-15 02:00:00,88125.5684,88205.9755,87312.0311,87559.1589,1.0
2025-08-15 03:00:00,87554.7906,88390.2497,87436.0229,87639.9588,1.0
2025-08-15 04:00:00,87660.4816,87856.5838,86986.9037,87362.7753,1.0
2025-08-15 05:00:00,87346.1584,88502.0609,87285.7321,88404.9516,1.0
2025-08-15 06:00:00,88366.482,88375.4392,87360.3175,87824.5125,1.0
2025-08-15 07:00:00,87807.0272,88700.7752,87675.5497,88482.8033,1.0
2025-08-15 08:00:00,88443.5586,88508.2396,87259.9301,87579.4262,1.0
2025-08-15 09:00:00,87582.6025,88918.1782,87467.0727,88839.8913,1.0
2025-08-15 10:00:00,88858.8802,89508.5074,87496.8655,87648.6651,1.0
2025-08-15 11:00:00,87642.4998,88061.388,86884.6471,87326.2911,1.0
2025-08-15 12:00:00,87303.3383,88233.9894,87284.1454,87811.9097,1.0
2025-08-15 13:00:00,87813.3603,88468.1948,87460.4469,87812.0673,1.0
2025-08-15 14:00:00,87810.6398,88592.2386,87382.4785,87911.5819,1.0
2025-08-15 15:00:00,87911.7453,88673.4416,87451.7372,87832.3651,1.0
2025-08-15 16:00:00,87848.9353,88143.6494,87003.8952,87296.7793,1.0
2025-08-15 17:00:00,87309.9934,87534.3386,86912.9681,87263.6691,1.0
2025-08-15 18:00:00,87289.1337,87874.3739,86411.8528,87226.3913,1.0
2025-08-15 19:00:00,87209.4036,87421.8219,86767.3721,87212.8077,1.0
2025-08-15 20:00:00,87222.6989,87489.0567,86604.5886,87225.7236,1.0
2025-08-15 21:00:00,87223.8069,88649.4255,87181.5323,87825.1871,1.0
2025-08-15 22:00:00,87810.9258,88202.694,86830.9107,86984.7846,1.0
2025-08-15 23:00:00,86969.6951,86998.4193,86289.6324,86762.4413,1.0
2025-08-16 00:00:00,86746.7935,87417.8695,86481.425,87413.874,1.0
2025-08-16 01:00:00,87396.2461,87626.6158,86555.3725,87302.6633,1.0
2025-08-16 02:00:00,87324.0142,87687.878,86979.5324,87601.2081,1.0
2025-08-16 03:00:00,87590.8066,87916.5521,87094.8982,87545.936,1.0
2025-08-16 04:00:00,87494.0982,88779.3811,87454.4552,88691.7182,1.0
2025-08-16 05:00:00,88665.9674,89022.0419,87762.7651,87874.5799,1.0
2025-08-16 06:00:00,87864.7357,89381.8121,87501.4043,89078.657,1.0
2025-08-16 07:00:00,89101.849,90454.851,89036.0629,90444.7928,1.0
2025-08-16 08:00:00,90398.9545,91491.2293,90180.1138,91085.2977,1.0
2025-08-16 09:00:00,91103.415,92477.7731,91103.415,92392.7683,1.0
2025-08-16 10:00:00,92374.6603,92818.1995,91933.245,92796.2438,1.0
2025-08-16 11:00:00,92812.6459,93469.0433,92487.3519,93051.0839,1.0
2025-08-16 12:00:00,93063.2357,93166.671,92447.2046,92783.7507,1.0
2025-08-16 13:00:00,92774.1164,92879.5734,91537.8322,92493.8303,1.0
2025-08-16 14:00:00,92500.6879,93081.8347,92362.3347,93043.4693,1.0
2025-08-16 15:00:00,93083.077,93124.6114,91648.2287,91763.9225,1.0
2025-08-16 16:00:00,91746.1738,93100.9601,91447.4628,92959.2405,1.0
2025-08-16 17:00:00,92948.4057,93224.4245,91233.3971,91256.0027,1.0
2025-08-16 18:00:00,91263.456,91365.6465,90549.9113,90590.6068,1.0
2025-08-16 19:00:00,90595.3225,91053.0249,90311.183,90813.7357,1.0
2025-08-16 20:00:00,90796.8098,91153.9131,90053.7133,90149.3001,1.0
2025-08-16 21:00:00,90155.3062,90434.8785,89422.9939,89966.6788,1.0
2025-08-16 22:00:00,89983.9131,90607.1014,89372.5544,90222.4477,1.0
2025-08-16 23:00:00,90217.8739,90279.7319,89074.514,89130.2488,1.0
2025-08-17 00:00:00,89159.0293,89159.0293,88352.0545,88831.7801,1.0
2025-08-17 01:00:00,88848.0193,90351.261,88693.568,90155.7266,1.0
2025-08-17 02:00:00,90165.9435,90234.8683,89383.044,89383.044,1.0
2025-08-17 03:00:00,89409.487,90561.5505,89014.2068,89777.79,1.0
2025-08-17 04:00:00,89770.5882,90734.9348,89567.849,90734.9348,1.0
2025-08-17 05:00:00,90733.7553,91608.7877,90310.0028,90617.4539,1.0
2025-08-17 06:00:00,90617.2006,91008.2929,89848.8155,90805.1112,1.0
2025-08-17 07:00:00,90807.5048,90997.5954,90298.5112,90538.307,1.0
2025-08-17 08:00:00,90534.3363,90611.7719,89590.2903,89614.2969,1.0
2025-08-17 09:00:00,89595.6628,90530.6968,89233.7213,90414.4138,1.0
2025-08-17 10:00:00,90398.426,91359.7255,89986.2531,91214.4411,1.0
2025-08-17 11:00:00,91236.853,91523.362,90874.6904,91133.5412,1.0
2025-08-17 12:00:00,91120.4598,93249.1281,91009.5625,92966.8521,1.0
2025-08-17 13:00:00,92980.0378,94148.8363,92877.7915,93676.1522,1.0
2025-08-17 14:00:00,93653.0873,94756.8958,93497.3103,94709.7274,1.0
2025-08-17 15:00:00,94707.8282,95762.2243,94681.5097,95524.1448,1.0
2025-08-17 16:00:00,95517.5364,96256.6556,95320.7795,96151.4033,1.0
2025-08-17 17:00:00,96149.7697,97413.0124,96053.4081,97307.7159,1.0
2025-08-17 18:00:00,97295.3095,97817.7462,96446.0901,96940.7588,1.0
2025-08-17 19:00:00,96941.7592,98225.3909,96560.335,97870.4995,1.0
2025-08-17 20:00:00,97862.7544,98687.2388,97422.464,97777.7048,1.0
2025-08-17 21:00:00,97775.2471,98956.2566,97715.3846,98951.5973,1.0
2025-08-17 22:00:00,98981.7207,99212.3443,97954.5755,98259.4213,1.0
2025-08-17 23:00:00,98269.8813,99408.9239,97795.9927,99076.2145,1.0
2025-08-18 00:00:00,99090.6926,100640.9725,99022.205,100420.1056,1.0
2025-08-18 01:00:00,100440.6007,101214.5161,99917.0228,101040.867,1.0
2025-08-18 02:00:00,101006.8368,101300.2197,100374.9896,101269.5595,1.0
2025-08-18 03:00:00,101259.0551,102223.2848,100949.7466,101012.7771,1.0
2025-08-18 04:00:00,101000.5867,101707.0947,100413.1594,101190.8555,1.0
2025-08-18 05:00:00,101189.4139,101491.593,100022.228,100267.9226,1.0
2025-08-18 06:00:00,100268.198,100376.313,99571.2814,100256.1616,1.0
2025-08-18 07:00:00,100241.7102,100753.1876,99224.4757,99443.4898,1.0
